x,y,x2,y2,color
133,250,117,450,inversed
104,250,120,0,inversed
98,250,104,450,same orientation
118,250,105,0,inversed
32,250,9,450,same orientation
50,250,47,450,same orientation
50,250,64,0,same orientation
67,250,74,450,same orientation
30,250,31,0,inversed
76,250,71,450,same orientation
21,250,40,0,inversed
16,250,20,450,inversed
43,250,41,450,inversed
43,250,55,0,inversed
14,250,22,450,same orientation
23,250,33,450,same orientation
74,250,90,0,inversed
109,250,115,0,inversed
1,250,4,450,inversed
1,250,0,0,same orientation
89,250,96,450,same orientation
115,250,109,0,inversed
122,250,101,0,inversed
68,250,84,0,inversed
113,250,83,450,same orientation
97,250,127,0,inversed
95,250,101,450,same orientation
4,250,3,0,same orientation
13,250,15,0,inversed
73,250,68,450,same orientation
24,250,37,0,inversed
4,250,1,450,inversed
26,250,36,450,same orientation
71,250,64,450,inversed
71,250,81,0,inversed
11,250,11,0,same orientation
116,250,86,450,same orientation
92,250,132,0,inversed
121,250,91,450,same orientation
90,250,97,450,same orientation
38,250,23,0,inversed
38,250,147,0,inversed
58,250,55,450,same orientation
58,250,72,0,same orientation
127,250,123,450,inversed
127,250,142,0,inversed
110,250,114,0,inversed
101,250,123,0,inversed
9,250,27,450,inversed
49,250,46,450,same orientation
49,250,63,0,same orientation
29,250,32,0,inversed
81,250,95,0,same orientation
9,250,8,0,same orientation
9,250,9,0,same orientation
107,250,113,450,same orientation
107,250,117,0,same orientation
37,250,14,450,same orientation
62,250,76,0,same orientation
62,250,59,450,same orientation
35,250,26,0,inversed
55,250,52,450,same orientation
55,250,69,0,same orientation
