x,y,x2,y2,color
143,250,143,0,same orientation
66,250,66,0,same orientation
66,250,64,450,same orientation
51,250,49,450,same orientation
51,250,50,0,same orientation
123,250,100,450,inversed
123,250,103,0,inversed
141,250,85,0,inversed
141,250,82,450,inversed
99,250,123,450,inversed
99,250,127,0,inversed
88,250,138,0,inversed
22,250,29,450,same orientation
15,250,15,0,same orientation
8,250,10,450,inversed
40,250,12,450,same orientation
132,250,91,450,inversed
132,250,94,0,inversed
105,250,121,0,inversed
105,250,117,450,inversed
77,250,77,0,same orientation
22,250,37,0,inversed
88,250,131,450,same orientation
15,250,16,450,inversed
40,250,19,0,inversed
77,250,80,450,inversed
94,250,132,0,inversed
119,250,104,450,inversed
119,250,107,0,inversed
94,250,129,450,same orientation
52,250,50,450,same orientation
52,250,51,0,same orientation
120,250,103,450,inversed
120,250,106,0,inversed
117,250,109,0,inversed
117,250,106,450,inversed
65,250,63,450,same orientation
65,250,65,0,same orientation
142,250,138,450,inversed
142,250,142,0,inversed
30,250,37,450,same orientation
30,250,29,0,inversed
6,250,3,450,inversed
79,250,79,0,same orientation
86,250,136,450,inversed
79,250,78,450,inversed
2,250,1,0,same orientation
2,250,1,450,same orientation
97,250,125,450,inversed
97,250,129,0,inversed
68,250,66,450,same orientation
68,250,68,0,same orientation
16,250,42,450,inversed
16,250,43,0,inversed
21,250,38,0,inversed
43,250,16,0,inversed
133,250,93,0,same orientation
21,250,28,450,same orientation
106,250,116,450,inversed
106,250,120,0,inversed
74,250,72,450,same orientation
74,250,74,0,same orientation
74,250,145,0,same orientation
43,250,15,450,same orientation
131,250,92,450,inversed
131,250,95,0,inversed
92,250,134,0,inversed
128,250,95,450,inversed
128,250,98,0,inversed
38,250,20,450,inversed
92,250,127,450,same orientation
92,250,134,0,same orientation
24,250,31,450,same orientation
24,250,35,0,same orientation
13,250,13,0,same orientation
136,250,89,0,same orientation
46,250,44,450,same orientation
46,250,45,0,same orientation
134,250,89,450,inversed
134,250,92,0,inversed
103,250,119,450,inversed
103,250,123,0,inversed
71,250,69,450,same orientation
71,250,71,0,same orientation
24,250,35,0,inversed
13,250,18,450,inversed
35,250,23,450,inversed
35,250,24,0,inversed
112,250,110,450,inversed
112,250,114,0,inversed
60,250,58,450,same orientation
60,250,60,0,same orientation
145,250,137,450,same orientation
145,250,141,0,same orientation
57,250,55,450,same orientation
57,250,56,0,same orientation
125,250,98,450,inversed
125,250,101,0,inversed
147,250,12,0,inversed
147,250,10,450,inversed
7,250,6,0,same orientation
29,250,30,0,inversed
83,250,83,0,same orientation
139,250,84,450,inversed
139,250,86,0,inversed
3,250,6,450,inversed
83,250,74,450,inversed
29,250,36,450,same orientation
4,250,5,450,inversed
109,250,113,450,inversed
109,250,117,0,inversed
84,250,73,450,inversed
19,250,37,450,same orientation
84,250,83,0,same orientation
19,250,40,0,inversed
67,250,65,450,same orientation
67,250,67,0,same orientation
115,250,108,450,inversed
115,250,111,0,inversed
122,250,101,450,inversed
122,250,104,0,inversed
50,250,48,450,same orientation
50,250,49,0,same orientation
98,250,124,450,inversed
98,250,128,0,inversed
140,250,83,450,inversed
140,250,85,0,inversed
32,250,26,450,inversed
32,250,27,0,inversed
89,250,132,450,same orientation
89,250,137,0,same orientation
23,250,36,0,inversed
14,250,17,450,inversed
41,250,18,0,inversed
76,250,81,450,inversed
23,250,30,450,same orientation
89,250,137,0,inversed
14,250,14,0,same orientation
9,250,9,450,inversed
133,250,93,0,inversed
133,250,90,450,inversed
41,250,13,450,same orientation
76,250,76,0,same orientation
104,250,122,0,inversed
104,250,118,450,inversed
95,250,130,450,same orientation
95,250,131,0,inversed
118,250,105,450,inversed
118,250,108,0,inversed
11,250,11,0,same orientation
26,250,33,450,same orientation
73,250,71,450,same orientation
73,250,73,0,same orientation
101,250,121,450,inversed
101,250,125,0,inversed
136,250,87,450,inversed
136,250,90,0,inversed
136,250,89,0,inversed
44,250,42,450,same orientation
11,250,7,450,inversed
26,250,33,0,inversed
90,250,136,0,inversed
58,250,57,0,same orientation
58,250,56,450,same orientation
90,250,133,450,same orientation
5,250,4,0,same orientation
81,250,81,0,same orientation
49,250,47,450,same orientation
49,250,48,0,same orientation
1,250,0,450,inversed
1,250,0,0,inversed
1,250,1,0,inversed
1,250,1,450,inversed
81,250,76,450,inversed
37,250,21,450,inversed
37,250,23,0,inversed
37,250,22,0,inversed
127,250,96,450,inversed
127,250,99,0,inversed
127,250,93,450,inversed
55,250,53,450,same orientation
55,250,54,0,same orientation
147,250,6,450,same orientation
147,250,7,0,same orientation
62,250,60,450,same orientation
62,250,62,0,same orientation
110,250,112,450,inversed
110,250,116,0,inversed
37,250,22,0,same orientation
37,250,21,450,same orientation
