x,y,x2,y2,orientation
207,250,201,450,same orientation
207,250,211,0,same orientation
207,250,161,0,same orientation
84,250,89,0,inversed
19,250,18,450,same orientation
19,250,20,0,same orientation
193,250,183,450,inversed
84,250,98,450,same orientation
19,250,50,0,inversed
191,250,195,0,same orientation
180,250,184,0,same orientation
95,250,88,450,same orientation
182,250,186,0,inversed
182,250,177,450,inversed
95,250,100,0,inversed
223,250,213,450,inversed
221,250,225,0,same orientation
216,250,210,450,same orientation
216,250,220,0,same orientation
148,250,160,450,same orientation
89,250,82,450,same orientation
14,250,14,450,inversed
41,250,46,0,inversed
76,250,55,0,inversed
156,250,157,0,inversed
101,250,94,450,same orientation
136,250,139,0,same orientation
161,250,152,0,inversed
23,250,22,450,same orientation
23,250,24,0,same orientation
14,250,15,0,same orientation
163,250,174,450,same orientation
134,250,128,450,inversed
103,250,92,0,inversed
154,250,166,450,same orientation
3,250,3,0,same orientation
41,250,46,450,same orientation
76,250,77,450,same orientation
118,250,117,450,same orientation
118,250,121,0,same orientation
178,250,143,450,inversed
90,250,105,0,inversed
226,250,131,450,inversed
226,250,227,0,inversed
213,250,207,450,same orientation
213,250,217,0,same orientation
58,250,60,450,same orientation
224,250,217,450,same orientation
224,250,228,0,same orientation
90,250,83,450,same orientation
185,250,189,0,same orientation
58,250,74,0,inversed
187,250,189,450,inversed
11,250,11,0,same orientation
11,250,10,450,same orientation
26,250,32,450,same orientation
133,250,136,0,same orientation
164,250,149,0,inversed
153,250,160,0,inversed
104,250,97,450,same orientation
104,250,96,450,same orientation
73,250,74,450,same orientation
44,250,28,450,same orientation
6,250,6,0,same orientation
6,250,5,450,same orientation
106,250,111,0,inversed
106,250,107,450,inversed
151,250,163,450,same orientation
166,250,133,450,same orientation
131,250,131,450,inversed
199,250,203,0,same orientation
199,250,153,0,same orientation
11,250,11,0,inversed
26,250,39,0,inversed
2,250,3,0,inversed
73,250,58,0,inversed
44,250,43,0,inversed
55,250,77,0,inversed
62,250,70,0,inversed
188,250,192,0,same orientation
177,250,181,0,same orientation
120,250,111,450,inversed
120,250,115,0,inversed
140,250,152,450,same orientation
55,250,57,450,same orientation
62,250,64,450,same orientation
229,250,26,0,same orientation
229,250,23,450,same orientation
142,250,171,0,inversed
115,250,118,0,same orientation
115,250,114,450,same orientation
175,250,146,450,inversed
37,250,25,450,same orientation
37,250,28,0,same orientation
196,250,180,450,inversed
49,250,83,0,inversed
194,250,198,0,same orientation
81,250,42,450,same orientation
49,250,51,450,same orientation
202,250,206,0,same orientation
200,250,198,450,inversed
200,250,204,0,inversed
81,250,51,0,inversed
169,250,144,0,inversed
109,250,104,450,same orientation
79,250,80,450,same orientation
205,250,199,450,same orientation
205,250,209,0,same orientation
139,250,151,450,same orientation
159,250,154,0,inversed
86,250,87,0,inversed
79,250,53,0,inversed
191,250,185,450,inversed
86,250,100,450,same orientation
193,250,197,0,same orientation
219,250,223,0,same orientation
52,250,54,450,same orientation
65,250,67,450,same orientation
170,250,137,450,same orientation
147,250,159,450,same orientation
110,250,107,0,inversed
30,250,36,450,same orientation
112,250,126,0,same orientation
112,250,125,0,same orientation
112,250,119,450,same orientation
112,250,127,0,same orientation
112,250,118,450,same orientation
145,250,168,0,inversed
172,250,141,0,inversed
125,250,121,450,same orientation
125,250,128,0,same orientation
52,250,80,0,inversed
65,250,67,0,inversed
30,250,35,0,inversed
74,250,57,0,inversed
43,250,44,0,inversed
5,250,4,450,inversed
163,250,150,0,inversed
134,250,137,0,same orientation
103,250,95,450,same orientation
154,250,159,0,inversed
16,250,17,0,same orientation
16,250,15,450,same orientation
21,250,20,450,same orientation
21,250,22,0,same orientation
156,250,168,450,same orientation
101,250,94,0,inversed
136,250,126,450,inversed
0,250,0,0,same orientation
0,250,0,450,same orientation
161,250,172,450,same orientation
74,250,75,450,same orientation
43,250,48,450,same orientation
208,250,202,450,same orientation
208,250,212,0,same orientation
1,250,1,450,same orientation
1,250,1,0,same orientation
97,250,90,450,same orientation
180,250,141,450,inversed
68,250,64,0,inversed
97,250,98,0,inversed
221,250,215,450,inversed
216,250,220,0,inversed
128,250,124,450,same orientation
128,250,131,0,same orientation
214,250,208,450,same orientation
214,250,218,0,same orientation
68,250,70,450,same orientation
223,250,227,0,same orientation
24,250,23,450,same orientation
24,250,25,0,same orientation
13,250,12,450,same orientation
13,250,14,0,same orientation
151,250,162,0,inversed
166,250,147,0,inversed
131,250,134,0,same orientation
4,250,4,450,same orientation
4,250,4,0,same orientation
46,250,30,450,same orientation
71,250,72,450,same orientation
133,250,129,450,inversed
164,250,175,450,same orientation
153,250,165,450,same orientation
104,250,91,0,inversed
199,250,177,450,inversed
46,250,41,0,inversed
71,250,61,0,inversed
92,250,103,0,inversed
178,250,182,0,same orientation
226,250,135,0,same orientation
211,250,205,450,same orientation
211,250,215,0,same orientation
92,250,85,450,same orientation
38,250,24,450,inversed
38,250,27,0,inversed
187,250,191,0,same orientation
185,250,191,450,inversed
194,250,182,450,inversed
196,250,200,0,same orientation
83,250,44,450,same orientation
29,250,36,0,inversed
200,250,204,0,same orientation
9,250,8,450,same orientation
9,250,9,0,same orientation
169,250,136,450,same orientation
109,250,108,0,inversed
29,250,35,450,same orientation
83,250,49,0,inversed
202,250,196,450,inversed
60,250,72,0,inversed
57,250,75,0,inversed
188,250,188,450,inversed
35,250,27,450,inversed
35,250,30,0,inversed
142,250,154,450,same orientation
122,250,109,450,inversed
122,250,114,0,inversed
175,250,179,0,same orientation
175,250,229,0,same orientation
60,250,62,450,same orientation
57,250,59,450,same orientation
177,250,144,450,inversed
117,250,116,450,same orientation
117,250,120,0,same orientation
140,250,173,0,inversed
229,250,23,450,inversed
229,250,26,0,inversed
